customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00797,Female,1,Yes,Yes,72,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.96,5707.59,No
CUST-00798,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.93,18.47,Yes
CUST-00799,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),30.42,18.0,No
CUST-00800,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.31,3615.55,No
CUST-00801,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.29,156.43,No
CUST-00802,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.22,3471.0,No
CUST-00803,Female,0,No,No,37,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),61.82,2295.26,No
CUST-00804,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.93,2486.41,No
CUST-00805,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,63.55,18.0,Yes
CUST-00806,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),78.43,4543.91,No
CUST-00807,Female,1,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.0,770.52,No
CUST-00808,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,40.0,977.69,No
CUST-00809,Male,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),37.8,2030.83,No
CUST-00810,Female,1,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.57,2036.59,No
CUST-00811,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,58.35,207.68,Yes
CUST-00812,Female,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,28.55,1988.04,No
CUST-00813,Female,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.15,18.0,Yes
CUST-00814,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,85.31,5350.9,Yes
CUST-00815,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.62,1051.42,No
CUST-00816,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.77,1536.5,No
CUST-00817,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),55.26,1983.46,No
CUST-00818,Male,0,Yes,Yes,49,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.5,3436.23,Yes
CUST-00819,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.54,18.0,Yes
CUST-00820,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,44.68,3159.0,No
CUST-00821,Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,52.38,41.66,Yes
CUST-00822,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.22,18.0,No
CUST-00823,Male,0,No,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),35.06,355.5,No
CUST-00824,Female,1,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),82.35,4538.41,No
CUST-00825,Female,0,Yes,No,13,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.4,1032.97,Yes
CUST-00826,Male,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.34,1009.76,Yes
CUST-00827,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),82.04,1825.74,No
CUST-00828,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.44,103.67,No
CUST-00829,Female,0,Yes,Yes,47,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.65,2713.83,No
CUST-00830,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),77.75,4403.63,No
CUST-00831,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,75.1,3057.48,No
CUST-00832,Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.23,18.0,No
CUST-00833,Male,1,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.87,724.38,No
CUST-00834,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,63.21,132.81,Yes
CUST-00835,Female,1,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,65.36,18.0,Yes
CUST-00836,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.42,5355.55,Yes
CUST-00837,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.66,177.65,No
CUST-00838,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,57.07,3228.68,Yes
CUST-00839,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,68.78,18.0,No
CUST-00840,Female,0,No,Yes,61,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,59.52,3600.76,No
CUST-00841,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.06,5080.26,No
CUST-00842,Female,1,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),41.5,36.45,No
CUST-00843,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.32,902.66,No
CUST-00844,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.68,1555.54,No
CUST-00845,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.91,3819.58,No
CUST-00846,Male,0,Yes,No,57,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,72.07,4054.0,No
CUST-00847,Male,0,Yes,No,10,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,66.25,675.65,No
CUST-00848,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,63.76,1441.89,No
CUST-00849,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.9,419.58,No
CUST-00850,Female,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,64.99,76.18,No
CUST-00851,Female,0,No,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,51.86,2723.31,No
CUST-00852,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.23,3181.41,No
CUST-00853,Female,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.76,3886.29,No
CUST-00854,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),39.9,24.07,No
CUST-00855,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,85.3,182.76,No
CUST-00856,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.23,940.48,No
CUST-00857,Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,63.56,4576.14,No
CUST-00858,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,93.89,199.63,No
CUST-00859,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.68,209.67,No
CUST-00860,Female,0,Yes,Yes,38,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,50.22,1965.5,No
CUST-00861,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.95,280.15,Yes
CUST-00862,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.66,3370.99,No
CUST-00863,Male,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.59,1654.5,No
CUST-00864,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.13,4728.44,Yes
CUST-00865,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.17,1628.31,No
CUST-00866,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,59.32,2789.98,No
CUST-00867,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,35.02,369.77,Yes
CUST-00868,Female,0,No,Yes,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,44.28,1823.29,Yes
CUST-00869,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,86.79,5119.65,No
CUST-00870,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),39.85,499.9,No
CUST-00871,Male,0,No,No,9,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,52.32,480.56,No
CUST-00872,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),77.72,654.1,Yes
CUST-00873,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.09,18.0,No
CUST-00874,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,81.81,3925.59,No
CUST-00875,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,70.49,4998.15,No
CUST-00876,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,62.57,1324.28,No
CUST-00877,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.3,700.84,Yes
CUST-00878,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,94.0,4768.12,Yes
CUST-00879,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.86,1345.86,No
CUST-00880,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),43.41,197.04,Yes
CUST-00881,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),38.07,2414.14,No
CUST-00882,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.26,4587.38,Yes
CUST-00883,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,55.09,3744.97,Yes
CUST-00884,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),67.07,2930.51,Yes
CUST-00885,Female,1,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.98,2206.06,No
CUST-00886,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.22,3033.09,No
CUST-00887,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,72.82,249.02,No
CUST-00888,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.39,1496.31,No
CUST-00889,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.66,4732.68,No
CUST-00890,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.86,510.61,Yes
CUST-00891,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.04,20.64,No
CUST-00892,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),30.76,1455.21,No
CUST-00893,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,87.61,4136.45,Yes
CUST-00894,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.52,2032.17,No
CUST-00895,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.93,823.02,No
CUST-00896,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.29,2011.42,No
CUST-00897,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.51,477.59,Yes
CUST-00898,Male,0,No,No,54,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.03,3219.46,No
CUST-00899,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.5,4020.13,Yes
CUST-00900,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.38,2165.0,Yes
CUST-00901,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.89,18.0,No
CUST-00902,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,44.41,2192.51,No
CUST-00903,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),52.12,2633.81,Yes
CUST-00904,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),30.82,1579.3,No
CUST-00905,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.38,1305.15,No
CUST-00906,Female,0,Yes,Yes,9,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.86,646.47,No
CUST-00907,Male,0,Yes,No,65,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.96,4690.91,No
CUST-00908,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,83.33,1893.29,No
CUST-00909,Male,0,Yes,No,64,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,87.03,5625.01,No
CUST-00910,Male,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4398.24,No
CUST-00911,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.07,18.0,Yes
CUST-00912,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.71,1686.43,No
CUST-00913,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),84.21,3628.56,No
CUST-00914,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.16,18.0,No
CUST-00915,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.78,3843.63,No
CUST-00916,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,55.43,218.11,No
CUST-00917,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.58,5381.1,No
CUST-00918,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.39,18.0,No
CUST-00919,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,43.27,2432.22,No
CUST-00920,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,80.49,5075.29,No
CUST-00921,Female,1,No,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.64,107.09,No
CUST-00922,Female,1,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.62,2206.45,Yes
CUST-00923,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,75.25,3432.46,No
CUST-00924,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),79.94,18.0,No
CUST-00925,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.94,2377.98,No
CUST-00926,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),28.24,1424.43,No
CUST-00927,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,53.79,160.52,No
CUST-00928,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),54.44,413.45,No
CUST-00929,Male,1,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),84.8,4810.68,No
CUST-00930,Female,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,84.04,4903.5,Yes
CUST-00931,Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),74.6,3829.61,No
CUST-00932,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.27,383.97,Yes
CUST-00933,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.65,255.47,Yes
CUST-00934,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.05,2948.1,No
CUST-00935,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.93,2783.3,Yes
CUST-00936,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),82.45,18.0,No
CUST-00937,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,3543.78,No
CUST-00938,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.45,2770.97,No
CUST-00939,Male,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.68,211.26,No
CUST-00940,Female,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.14,4602.85,Yes
CUST-00941,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.75,373.15,Yes
CUST-00942,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.97,69.06,No
CUST-00943,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,19.18,1102.08,No
CUST-00944,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.03,186.31,No
CUST-00945,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,82.55,286.63,No
CUST-00946,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,78.37,536.17,No
CUST-00947,Female,1,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,48.29,138.27,No
CUST-00948,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.95,1429.36,No
CUST-00949,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,33.36,1261.45,Yes
CUST-00950,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),90.64,842.95,No
CUST-00951,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,65.54,18.0,No
CUST-00952,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.36,257.98,No
CUST-00953,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,60.65,950.19,No
CUST-00954,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.88,3372.93,Yes
CUST-00955,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.08,3467.84,Yes
CUST-00956,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.75,2618.46,No
CUST-00957,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45.17,43.04,No
CUST-00958,Female,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,80.15,18.0,Yes
CUST-00959,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),52.06,1092.22,No
CUST-00960,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.77,96.71,No
CUST-00961,Male,0,No,No,50,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,94.02,4687.85,No
CUST-00962,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.32,819.81,No
CUST-00963,Female,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.0,3838.42,No
CUST-00964,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.95,1113.63,Yes
CUST-00965,Female,0,No,No,31,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,40.31,1191.2,Yes
CUST-00966,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),51.17,2856.26,Yes
CUST-00967,Female,0,Yes,No,2,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,52.46,164.34,No
CUST-00968,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,65.74,1205.6,No
CUST-00969,Female,0,No,No,12,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,33.5,418.52,No
CUST-00970,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.52,216.95,No
CUST-00971,Male,1,Yes,No,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.42,4177.65,Yes
CUST-00972,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.99,2973.97,Yes
